time_s,q0,q1,q2,q3,wx_rad_s,wy_rad_s,wz_rad_s,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,adcs_mode,pointing_error_arcsec
38.2,0.98194583,0.01898661,0.18796747,0.00949331,-0.0001526,-0.0001257,0.0010103,2.5192,21.6408,1.5894,Fine Point,38.4
38.3,0.98185146,0.01903572,0.18845363,0.00951786,-6.04e-05,-2.8e-06,0.001005,2.5271,21.6974,1.5952,Fine Point,22.91
38.4,0.98175683,0.01908482,0.18893976,0.00954242,-0.0001042,0.0001233,0.0009956,2.535,21.754,1.6009,Fine Point,81.81
38.5,0.98166197,0.01913392,0.18942583,0.00956697,-0.0002022,2e-06,0.0010054,2.5428,21.8105,1.6067,Fine Point,39.21
38.6,0.98156686,0.01918302,0.18991186,0.00959151,2.16e-05,-4.65e-05,0.0010079,2.5507,21.8671,1.6125,Slewing,126.19
38.7,0.98147151,0.0192321,0.19039785,0.00961606,1.4e-06,-1.14e-05,0.0010058,2.5586,21.9236,1.6183,Slewing,48.79
38.8,0.98137591,0.01928119,0.19088379,0.0096406,-1.4e-05,5.97e-05,0.0009984,2.5665,21.9802,1.6242,Slewing,78.84
38.9,0.98128007,0.01933027,0.19136968,0.00966514,-0.0001213,7.17e-05,0.0010005,2.5745,22.0367,1.63,Slewing,83.61
39.0,0.98118398,0.01937934,0.19185552,0.00968968,-0.0001729,-3.26e-05,0.0010068,2.5824,22.0933,1.6358,Slewing,40.35
39.1,0.98108766,0.01942841,0.19234132,0.00971421,0.000186,-0.0001053,0.0010115,2.5903,22.1498,1.6417,Slewing,17.95
39.2,0.98099108,0.01947748,0.19282707,0.00973874,-9.91e-05,-0.0002185,0.000984,2.5983,22.2064,1.6476,Slewing,30.27
39.3,0.98089427,0.01952654,0.19331278,0.00976327,-2.44e-05,-0.0001182,0.0010082,2.6062,22.2629,1.6534,Slewing,19.24
39.4,0.98079721,0.0195756,0.19379843,0.0097878,-0.0001402,9.97e-05,0.0009908,2.6142,22.3195,1.6593,Slewing,20.12
39.5,0.98069991,0.01962465,0.19428404,0.00981233,0.0002201,5.22e-05,0.0010076,2.6222,22.376,1.6652,Slewing,53.11
39.6,0.98060236,0.0196737,0.1947696,0.00983685,0.0002771,-3.9e-05,0.0010062,2.6301,22.4326,1.6711,Slewing,97.31
39.7,0.98050457,0.01972274,0.19525512,0.00986137,0.0001027,-1.78e-05,0.0010117,2.6381,22.4891,1.677,Slewing,51.08
39.8,0.98040653,0.01977178,0.19574058,0.00988589,0.000112,-0.0001141,0.0009964,2.6461,22.5457,1.683,Slewing,42.3
39.9,0.98030826,0.01982081,0.196226,0.0099104,9.99e-05,-0.0001901,0.0009957,2.6541,22.6022,1.6889,Slewing,18.02
40.0,0.98020973,0.01986983,0.19671137,0.00993492,-0.0001183,8.16e-05,0.0010106,2.6622,22.6588,1.6949,Fine Point,45.41
40.1,0.98011097,0.01991885,0.19719669,0.00995943,-7.96e-05,-7.31e-05,0.0009897,2.6702,22.7153,1.7008,Fine Point,75.51
40.2,0.98001196,0.01996788,0.19768196,0.00998393,-0.0001027,-0.000139,0.0010031,2.6782,22.7719,1.7068,Fine Point,14.27
40.3,0.97991271,0.02001689,0.19816718,0.01000844,-9.67e-05,-2.32e-05,0.000996,2.6863,22.8284,1.7128,Fine Point,100.98
40.4,0.97981322,0.0200659,0.19865236,0.01003294,-0.0001237,-1.6e-05,0.0010027,2.6943,22.8849,1.7188,Fine Point,58.32
40.5,0.97971348,0.0201149,0.1991375,0.01005745,-3.48e-05,8.44e-05,0.0009986,2.7024,22.9415,1.7248,Fine Point,8.2
40.6,0.9796135,0.02016389,0.19962257,0.01008195,9.62e-05,-7.92e-05,0.000999,2.7105,22.998,1.7308,Fine Point,94.34
40.7,0.97951327,0.02021288,0.2001076,0.01010645,-3.49e-05,9.89e-05,0.0009838,2.7186,23.0546,1.7368,Fine Point,2.69
40.8,0.9794128,0.02026188,0.20059258,0.01013094,4.22e-05,-6.51e-05,0.0009949,2.7267,23.1111,1.7429,Fine Point,1.21
40.9,0.97931209,0.02031086,0.20107751,0.01015543,9.8e-06,-0.000238,0.0009876,2.7348,23.1676,1.7489,Fine Point,20.63
41.0,0.97921113,0.02035984,0.2015624,0.01017992,9.09e-05,3e-06,0.0010014,2.7429,23.2242,1.755,Fine Point,82.43
41.1,0.97910994,0.02040881,0.20204723,0.0102044,-0.000138,-7.77e-05,0.0010137,2.751,23.2807,1.7611,Fine Point,28.3
41.2,0.97900849,0.02045778,0.20253201,0.01022889,4.08e-05,-6.05e-05,0.0009955,2.7592,23.3373,1.7672,Fine Point,70.63
41.3,0.97890681,0.02050674,0.20301675,0.01025338,5.19e-05,-0.0001197,0.0010062,2.7673,23.3938,1.7733,Fine Point,37.52
41.4,0.97880488,0.0205557,0.20350143,0.01027785,-3.7e-06,-4.7e-05,0.0009935,2.7755,23.4503,1.7794,Fine Point,3.37
41.5,0.97870271,0.02060466,0.20398607,0.01030233,1.96e-05,-0.0001083,0.0010064,2.7837,23.5069,1.7855,Fine Point,41.92
41.6,0.9786003,0.0206536,0.20447065,0.0103268,-3.74e-05,2.31e-05,0.0009953,2.7918,23.5634,1.7916,Fine Point,12.0
41.7,0.97849764,0.02070254,0.20495519,0.01035127,8.8e-06,3.93e-05,0.0009955,2.8,23.6199,1.7978,Fine Point,45.49
41.8,0.97839474,0.02075149,0.20543967,0.01037574,-0.0001619,-6.29e-05,0.0010092,2.8082,23.6765,1.8039,Fine Point,47.72
41.9,0.97829159,0.02080042,0.20592411,0.0104002,-0.0002201,-0.0002544,0.0009909,2.8164,23.733,1.8101,Fine Point,112.7
42.0,0.97818821,0.02084934,0.20640849,0.01042467,-1.19e-05,-0.0001032,0.0010062,2.8247,23.7895,1.8163,Fine Point,50.68
42.1,0.97808458,0.02089827,0.20689282,0.01044913,-0.0001101,1.06e-05,0.0010118,2.8329,23.8461,1.8225,Fine Point,11.97
42.2,0.9779807,0.02094718,0.20737711,0.01047359,-0.0001514,-2.8e-05,0.0009975,2.8411,23.9026,1.8287,Fine Point,3.56
42.3,0.97787659,0.02099609,0.20786134,0.01049805,7.07e-05,0.0001067,0.0010044,2.8494,23.9591,1.8349,Fine Point,11.88
42.4,0.97777223,0.021045,0.20834552,0.0105225,2.9e-05,-3.87e-05,0.0009944,2.8577,24.0156,1.8411,Fine Point,30.21
42.5,0.97766763,0.0210939,0.20882965,0.01054696,-4.95e-05,-7.1e-06,0.0009967,2.8659,24.0722,1.8473,Fine Point,45.58
42.6,0.97756278,0.02114281,0.20931373,0.0105714,-6.5e-06,2.29e-05,0.0010109,2.8742,24.1287,1.8536,Fine Point,68.42
42.7,0.97745769,0.02119169,0.20979776,0.01059585,-0.0002072,0.0001109,0.0009972,2.8825,24.1852,1.8598,Fine Point,38.4
42.8,0.97735236,0.02124057,0.21028173,0.01062029,6.7e-05,0.0001498,0.0010126,2.8908,24.2417,1.8661,Fine Point,0.83
42.9,0.97724679,0.02128946,0.21076566,0.01064473,2.76e-05,1.25e-05,0.0009915,2.8991,24.2983,1.8724,Fine Point,5.08
43.0,0.97714097,0.02133833,0.21124953,0.01066917,-8.68e-05,2.68e-05,0.0009864,2.9074,24.3548,1.8787,Fine Point,66.08
43.1,0.97703491,0.02138721,0.21173335,0.0106936,2.68e-05,-4.62e-05,0.0010092,2.9158,24.4113,1.885,Fine Point,54.38
43.2,0.97692861,0.02143607,0.21221712,0.01071803,1.09e-05,-0.0001479,0.0010096,2.9241,24.4678,1.8913,Fine Point,64.96
43.3,0.97682206,0.02148494,0.21270085,0.01074246,0.0001185,7.45e-05,0.0009929,2.9325,24.5244,1.8976,Fine Point,34.68
43.4,0.97671528,0.02153379,0.21318451,0.0107669,7.37e-05,-5.34e-05,0.0010143,2.9408,24.5809,1.904,Fine Point,21.15
43.5,0.97660825,0.02158264,0.21366813,0.01079132,-7.55e-05,2.82e-05,0.0010051,2.9492,24.6374,1.9103,Fine Point,15.89
43.6,0.97650097,0.02163148,0.21415169,0.01081574,0.0001393,2.19e-05,0.0010012,2.9576,24.6939,1.9167,Slewing,42.58
43.7,0.97639346,0.02168032,0.2146352,0.01084016,-8.8e-05,-0.0001136,0.0010214,2.966,24.7504,1.9231,Slewing,63.53
43.8,0.9762857,0.02172916,0.21511865,0.01086458,-0.0001626,-4.37e-05,0.0010117,2.9744,24.807,1.9295,Slewing,16.1
43.9,0.9761777,0.02177798,0.21560206,0.01088899,4e-07,-0.0001182,0.0010146,2.9828,24.8635,1.9359,Slewing,8.57
44.0,0.97606946,0.02182681,0.21608541,0.0109134,-0.000251,-5.09e-05,0.0009989,2.9913,24.92,1.9423,Slewing,33.53
44.1,0.97596097,0.02187562,0.21656871,0.01093782,9.17e-05,-0.0001676,0.0009963,2.9997,24.9765,1.9487,Slewing,10.08
44.2,0.97585224,0.02192444,0.21705195,0.01096222,-8.6e-05,-1.84e-05,0.0009901,3.0082,25.033,1.9552,Slewing,30.82
44.3,0.97574327,0.02197324,0.21753514,0.01098662,8.34e-05,-3.68e-05,0.0010009,3.0166,25.0895,1.9616,Slewing,10.0
44.4,0.97563406,0.02202205,0.21801828,0.01101103,-9.66e-05,-1.71e-05,0.0010235,3.0251,25.1461,1.9681,Slewing,75.6
44.5,0.9755246,0.02207085,0.21850137,0.01103542,-7.92e-05,-2.13e-05,0.001007,3.0336,25.2026,1.9745,Slewing,77.97
44.6,0.9754149,0.02211963,0.2189844,0.01105982,0.0001396,0.0002033,0.0009985,3.0421,25.2591,1.981,Slewing,15.7
44.7,0.97530496,0.02216842,0.21946738,0.01108421,6.14e-05,-1.53e-05,0.0009981,3.0506,25.3156,1.9875,Slewing,40.95
44.8,0.97519478,0.02221721,0.2199503,0.0111086,4.51e-05,3.22e-05,0.001006,3.0591,25.3721,1.9941,Slewing,24.05
44.9,0.97508435,0.02226597,0.22043317,0.01113299,0.0002001,-7.69e-05,0.001007,3.0677,25.4286,2.0006,Slewing,11.85
45.0,0.97497369,0.02231475,0.22091599,0.01115738,-6.02e-05,-4.21e-05,0.0009882,3.0762,25.4851,2.0071,Fine Point,3.21
45.1,0.97486278,0.02236351,0.22139875,0.01118176,7.52e-05,-2.48e-05,0.0009947,3.0847,25.5416,2.0137,Fine Point,57.7
45.2,0.97475163,0.02241226,0.22188146,0.01120613,2.22e-05,9.7e-06,0.0009852,3.0933,25.5981,2.0202,Fine Point,82.35
45.3,0.97464023,0.02246102,0.22236412,0.01123052,0.0001262,1.48e-05,0.000996,3.1019,25.6546,2.0268,Fine Point,11.92
45.4,0.97452859,0.02250977,0.22284672,0.01125489,1.18e-05,-0.0001447,0.0010091,3.1105,25.7111,2.0334,Fine Point,45.99
45.5,0.97441672,0.02255851,0.22332926,0.01127925,-0.0001825,6.44e-05,0.0009825,3.1191,25.7676,2.04,Fine Point,0.24
45.6,0.97430459,0.02260724,0.22381175,0.01130363,7.8e-05,9.73e-05,0.0010037,3.1277,25.8242,2.0466,Fine Point,32.65
45.7,0.97419223,0.02265598,0.22429418,0.01132799,0.0002439,-7.48e-05,0.0009973,3.1363,25.8807,2.0532,Fine Point,4.96
45.8,0.97407962,0.0227047,0.22477657,0.01135235,9.77e-05,-0.0002354,0.0009894,3.1449,25.9372,2.0599,Fine Point,50.05
45.9,0.97396678,0.02275343,0.2252589,0.01137671,1.75e-05,3.06e-05,0.001007,3.1536,25.9937,2.0665,Fine Point,18.85
46.0,0.97385369,0.02280214,0.22574116,0.01140107,-8e-07,0.000151,0.0010192,3.1622,26.0502,2.0732,Fine Point,0.46
46.1,0.97374036,0.02285084,0.22622337,0.01142543,4.44e-05,0.0001864,0.0009988,3.1709,26.1067,2.0798,Fine Point,29.1
46.2,0.97362678,0.02289955,0.22670554,0.01144977,-3.72e-05,-8.1e-06,0.0010131,3.1796,26.1632,2.0865,Fine Point,41.37
46.3,0.97351297,0.02294825,0.22718765,0.01147413,7.79e-05,-0.0001406,0.0010205,3.1883,26.2197,2.0932,Fine Point,0.76
46.4,0.97339891,0.02299694,0.2276697,0.01149847,2.89e-05,0.000115,0.0010067,3.197,26.2762,2.1,Fine Point,98.27
46.5,0.97328461,0.02304563,0.22815168,0.01152281,0.0001337,-4.78e-05,0.0010156,3.2057,26.3326,2.1067,Fine Point,10.01
46.6,0.97317007,0.02309431,0.22863363,0.01154715,-2.12e-05,0.0001458,0.000997,3.2144,26.3891,2.1134,Fine Point,30.96
46.7,0.97305529,0.02314298,0.2291155,0.01157149,8.63e-05,-2.27e-05,0.0010046,3.2231,26.4456,2.1202,Fine Point,13.78
46.8,0.97294026,0.02319165,0.22959733,0.01159583,0.000121,-6.43e-05,0.0010014,3.2319,26.5021,2.1269,Fine Point,0.19
46.9,0.97282499,0.02324031,0.2300791,0.01162015,5.89e-05,0.000113,0.0009962,3.2406,26.5586,2.1337,Fine Point,54.69
47.0,0.97270948,0.02328897,0.23056081,0.01164449,-3.22e-05,2.57e-05,0.0010104,3.2494,26.6151,2.1405,Fine Point,50.76
47.1,0.97259374,0.02333762,0.23104246,0.01166881,-0.000205,-5.08e-05,0.0010044,3.2582,26.6716,2.1473,Fine Point,49.66
47.2,0.97247774,0.02338627,0.23152407,0.01169314,0.000191,0.0001872,0.0009903,3.267,26.7281,2.1541,Fine Point,47.53
47.3,0.97236151,0.02343491,0.23200561,0.01171745,-0.0001448,0.0001248,0.0010109,3.2758,26.7846,2.161,Fine Point,132.86
47.4,0.97224503,0.02348354,0.23248709,0.01174178,6.81e-05,6.79e-05,0.0010005,3.2846,26.8411,2.1678,Fine Point,6.42
47.5,0.97212832,0.02353217,0.23296853,0.01176609,-7.3e-06,-0.0001684,0.0009934,3.2935,26.8976,2.1747,Fine Point,71.22
47.6,0.97201136,0.0235808,0.23344989,0.01179039,6.61e-05,0.0001718,0.0009872,3.3023,26.9541,2.1815,Fine Point,64.37
47.7,0.97189416,0.02362942,0.23393121,0.01181471,5.05e-05,0.0002753,0.0010027,3.3112,27.0105,2.1884,Fine Point,2.79
47.8,0.97177671,0.02367803,0.23441247,0.01183902,-0.0001559,7e-06,0.0009991,3.32,27.067,2.1953,Fine Point,3.7
47.9,0.97165903,0.02372663,0.23489367,0.01186332,0.0001419,-1.41e-05,0.0010062,3.3289,27.1235,2.2022,Fine Point,25.87
48.0,0.97154111,0.02377523,0.23537481,0.01188762,-6.11e-05,-1e-07,0.0010057,3.3378,27.18,2.2091,Fine Point,76.87
48.1,0.97142294,0.02382383,0.2358559,0.01191191,-6.38e-05,-0.00012,0.001006,3.3467,27.2365,2.2161,Fine Point,59.44
48.2,0.97130453,0.02387241,0.23633693,0.01193621,-1.3e-06,-5.22e-05,0.001018,3.3556,27.293,2.223,Fine Point,39.87
48.3,0.97118588,0.023921,0.23681789,0.0119605,0.0001185,-0.0001099,0.000997,3.3645,27.3494,2.23,Fine Point,95.87
48.4,0.97106699,0.02396957,0.23729881,0.01198479,0.0002618,3.83e-05,0.0009939,3.3735,27.4059,2.237,Fine Point,62.04
48.5,0.97094786,0.02401814,0.23777966,0.01200907,-8.74e-05,-0.0001878,0.0010106,3.3824,27.4624,2.244,Fine Point,0.65
48.6,0.97082849,0.02406672,0.23826045,0.01203336,-6.73e-05,-0.0001283,0.0010054,3.3914,27.5189,2.251,Slewing,35.09
48.7,0.97070887,0.02411527,0.23874119,0.01205763,5.71e-05,-8.48e-05,0.0010087,3.4004,27.5754,2.258,Slewing,41.84
48.8,0.97058901,0.02416383,0.23922187,0.01208191,-0.0001206,3.4e-06,0.0010154,3.4094,27.6318,2.265,Slewing,21.55
48.9,0.97046892,0.02421237,0.23970249,0.01210619,0.0002142,6.51e-05,0.0009915,3.4184,27.6883,2.2721,Slewing,8.82
49.0,0.97034858,0.02426091,0.24018305,0.01213046,-7.02e-05,5.67e-05,0.0010132,3.4274,27.7448,2.2791,Slewing,62.11
49.1,0.970228,0.02430945,0.24066355,0.01215473,7.14e-05,-4.4e-06,0.0009907,3.4364,27.8013,2.2862,Slewing,116.83
49.2,0.97010718,0.02435798,0.241144,0.01217899,5.74e-05,-3.3e-05,0.0009983,3.4455,27.8577,2.2933,Slewing,15.83
49.3,0.96998612,0.02440651,0.24162438,0.01220325,-1.68e-05,-1.68e-05,0.000998,3.4545,27.9142,2.3004,Slewing,4.57
49.4,0.96986481,0.02445502,0.24210471,0.01222751,6.84e-05,-0.0002236,0.0010041,3.4636,27.9707,2.3075,Slewing,31.75
49.5,0.96974327,0.02450353,0.24258497,0.01225177,-0.0002491,4.17e-05,0.0010092,3.4726,28.0271,2.3146,Slewing,80.64
49.6,0.96962148,0.02455203,0.24306518,0.01227602,-7.29e-05,-9.1e-06,0.0010121,3.4817,28.0836,2.3218,Slewing,29.93
49.7,0.96949945,0.02460054,0.24354533,0.01230027,-4.15e-05,1.69e-05,0.0009951,3.4908,28.1401,2.3289,Slewing,8.52
49.8,0.96937719,0.02464903,0.24402541,0.01232452,0.0002201,-3.55e-05,0.0009849,3.5,28.1966,2.3361,Slewing,73.17
49.9,0.96925468,0.02469752,0.24450544,0.01234876,-6.09e-05,-0.0001638,0.0010167,3.5091,28.253,2.3433,Slewing,34.2
50.0,0.96913193,0.024746,0.24498541,0.012373,0.0001293,4.64e-05,0.0009958,3.5182,28.3095,2.3505,Fine Point,9.62
50.1,0.96900894,0.02479448,0.24546532,0.01239724,3.08e-05,1.12e-05,0.001006,3.5274,28.366,2.3577,Fine Point,41.01
50.2,0.96888571,0.02484294,0.24594516,0.01242148,-7.62e-05,-6.92e-05,0.0010116,3.5366,28.4224,2.3649,Fine Point,66.16
50.3,0.96876223,0.0248914,0.24642495,0.0124457,-7.82e-05,-7.72e-05,0.0009897,3.5457,28.4789,2.3722,Fine Point,11.79
50.4,0.96863852,0.02493987,0.24690468,0.01246993,-3.36e-05,-3.17e-05,0.0009912,3.5549,28.5353,2.3794,Fine Point,60.97
50.5,0.96851457,0.02498832,0.24738435,0.01249416,0.0001191,1.96e-05,0.0009959,3.5641,28.5918,2.3867,Fine Point,12.53
50.6,0.96839037,0.02503676,0.24786395,0.01251838,0.0001576,1.22e-05,0.000984,3.5734,28.6483,2.394,Fine Point,52.82
50.7,0.96826594,0.0250852,0.24834349,0.0125426,4.28e-05,-2.93e-05,0.0009906,3.5826,28.7047,2.4013,Fine Point,2.62
50.8,0.96814126,0.02513363,0.24882298,0.01256682,-0.0001383,1.62e-05,0.0010021,3.5918,28.7612,2.4086,Fine Point,25.04
50.9,0.96801634,0.02518206,0.2493024,0.01259103,5.03e-05,1.43e-05,0.0009897,3.6011,28.8176,2.4159,Fine Point,30.38
51.0,0.96789119,0.02523048,0.24978176,0.01261524,-5.45e-05,-7.67e-05,0.0009892,3.6104,28.8741,2.4232,Fine Point,31.32
51.1,0.96776579,0.02527889,0.25026107,0.01263945,6.87e-05,8.92e-05,0.0009934,3.6197,28.9306,2.4306,Fine Point,25.07
51.2,0.96764015,0.0253273,0.25074031,0.01266365,0.0001187,-2.24e-05,0.0009969,3.629,28.987,2.438,Fine Point,23.37
51.3,0.96751427,0.0253757,0.25121948,0.01268785,1.46e-05,0.0001844,0.0009969,3.6383,29.0435,2.4453,Fine Point,6.11
51.4,0.96738815,0.0254241,0.25169861,0.01271205,-0.0001523,0.0002277,0.0009957,3.6476,29.0999,2.4527,Fine Point,25.9
51.5,0.96726179,0.02547249,0.25217766,0.01273625,5.89e-05,2.7e-05,0.0009848,3.6569,29.1564,2.4602,Fine Point,11.66
51.6,0.96713519,0.02552088,0.25265665,0.01276043,-0.0001503,3.12e-05,0.0010077,3.6663,29.2128,2.4676,Fine Point,51.79
51.7,0.96700835,0.02556925,0.25313558,0.01278462,-4.33e-05,7.25e-05,0.0009978,3.6757,29.2693,2.475,Fine Point,20.72
51.8,0.96688127,0.02561762,0.25361445,0.01280881,0.0001564,-0.0001543,0.0009775,3.685,29.3257,2.4825,Fine Point,2.87
51.9,0.96675394,0.02566598,0.25409326,0.012833,-9.89e-05,-0.0001177,0.0009932,3.6944,29.3822,2.49,Fine Point,7.23
52.0,0.96662638,0.02571435,0.25457201,0.01285717,-0.0001698,2.06e-05,0.0010072,3.7039,29.4386,2.4974,Fine Point,83.35
52.1,0.96649858,0.02576269,0.25505069,0.01288135,-7.19e-05,7.11e-05,0.0010005,3.7133,29.4951,2.5049,Fine Point,5.16
52.2,0.96637053,0.02581104,0.25552931,0.01290552,9.39e-05,5.8e-06,0.0009948,3.7227,29.5515,2.5125,Fine Point,9.34
52.3,0.96624225,0.02585938,0.25600787,0.01292969,-0.0001315,5.17e-05,0.0010081,3.7322,29.608,2.52,Fine Point,24.63
52.4,0.96611373,0.02590771,0.25648637,0.01295386,6.58e-05,-1.03e-05,0.0009985,3.7416,29.6644,2.5275,Fine Point,34.35
52.5,0.96598496,0.02595604,0.25696479,0.01297802,-4.7e-06,6.17e-05,0.0010043,3.7511,29.7208,2.5351,Fine Point,30.73
52.6,0.96585596,0.02600436,0.25744317,0.01300218,2.07e-05,5.87e-05,0.0009997,3.7606,29.7773,2.5427,Fine Point,23.03
52.7,0.96572672,0.02605267,0.25792147,0.01302634,2.66e-05,-4.74e-05,0.0009883,3.7701,29.8337,2.5503,Fine Point,85.96
52.8,0.96559723,0.02610098,0.25839971,0.01305049,-3.62e-05,5.84e-05,0.0009908,3.7796,29.8902,2.5579,Fine Point,13.05
52.9,0.96546751,0.02614928,0.25887789,0.01307464,-4.26e-05,4.41e-05,0.0009823,3.7892,29.9466,2.5655,Fine Point,15.08
53.0,0.96533754,0.02619758,0.25935601,0.01309878,-7.63e-05,-7.46e-05,0.0009988,3.7987,30.003,2.5731,Fine Point,24.36
53.1,0.96520734,0.02624587,0.25983406,0.01312293,3.92e-05,-3.56e-05,0.0010046,3.8083,30.0595,2.5808,Fine Point,57.28
53.2,0.96507689,0.02629414,0.26031205,0.01314707,-3e-05,-8.22e-05,0.0009872,3.8178,30.1159,2.5884,Fine Point,30.46
53.3,0.96494621,0.02634242,0.26078998,0.01317121,0.0001492,-8.08e-05,0.0009832,3.8274,30.1723,2.5961,Fine Point,51.2
53.4,0.96481528,0.02639069,0.26126784,0.01319535,-1.55e-05,5.45e-05,0.0010003,3.837,30.2288,2.6038,Fine Point,70.44
53.5,0.96468412,0.02643896,0.26174564,0.01321948,-9.8e-06,5.11e-05,0.0009868,3.8467,30.2852,2.6115,Fine Point,3.44
53.6,0.96455271,0.02648721,0.26222337,0.01324361,-0.0001608,1.11e-05,0.0010038,3.8563,30.3416,2.6193,Slewing,86.38
53.7,0.96442107,0.02653546,0.26270104,0.01326773,-4.54e-05,-4e-05,0.0009842,3.8659,30.3981,2.627,Slewing,66.88
53.8,0.96428919,0.0265837,0.26317865,0.01329185,7e-07,-9.68e-05,0.0009938,3.8756,30.4545,2.6348,Slewing,3.72
53.9,0.96415706,0.02663194,0.26365618,0.01331597,-2.85e-05,-0.0001187,0.0009752,3.8853,30.5109,2.6425,Slewing,13.08
54.0,0.9640247,0.02668016,0.26413366,0.01334008,-0.0001301,2.17e-05,0.0009886,3.895,30.5674,2.6503,Slewing,67.45
54.1,0.96389209,0.02672839,0.26461108,0.01336419,-4.01e-05,-5.51e-05,0.0010087,3.9047,30.6238,2.6581,Slewing,33.65
54.2,0.96375925,0.02677661,0.26508842,0.0133883,6.9e-06,6.99e-05,0.0009913,3.9144,30.6802,2.666,Slewing,22.08
54.3,0.96362617,0.02682482,0.2655657,0.01341241,0.0001058,0.0001605,0.0009999,3.9241,30.7366,2.6738,Slewing,21.04
54.4,0.96349285,0.02687302,0.26604292,0.01343651,9e-07,-8.36e-05,0.0009928,3.9339,30.7931,2.6817,Slewing,4.27
54.5,0.96335929,0.02692122,0.26652007,0.01346061,0.0001158,3.06e-05,0.0009943,3.9436,30.8495,2.6895,Slewing,46.9
54.6,0.96322548,0.0269694,0.26699715,0.01348471,-8.72e-05,3.94e-05,0.000992,3.9534,30.9059,2.6974,Slewing,0.62
54.7,0.96309144,0.02701759,0.26747417,0.0135088,0.0001067,1.67e-05,0.0009996,3.9632,30.9623,2.7053,Slewing,19.77
54.8,0.96295716,0.02706577,0.26795113,0.01353289,6.8e-05,-4.85e-05,0.0009874,3.973,31.0187,2.7132,Slewing,0.7
54.9,0.96282264,0.02711394,0.26842802,0.01355697,7.09e-05,3.79e-05,0.0010007,3.9828,31.0752,2.7212,Slewing,24.88
55.0,0.96268788,0.0271621,0.26890484,0.01358106,-8.03e-05,9.67e-05,0.0009925,3.9927,31.1316,2.7291,Fine Point,64.83
55.1,0.96255289,0.02721026,0.2693816,0.01360514,-0.0,0.0001654,0.0010022,4.0025,31.188,2.7371,Fine Point,95.97
55.2,0.96241765,0.02725841,0.26985829,0.01362921,4.96e-05,0.0001268,0.0010127,4.0124,31.2444,2.7451,Fine Point,74.86
55.3,0.96228217,0.02730656,0.27033492,0.01365328,-2.64e-05,-0.0001224,0.0009988,4.0223,31.3008,2.7531,Fine Point,85.52
55.4,0.96214645,0.02735469,0.27081148,0.01367735,-1.83e-05,9.04e-05,0.0010241,4.0322,31.3572,2.7611,Fine Point,2.4
55.5,0.96201049,0.02740282,0.27128797,0.01370142,7.35e-05,-0.0001515,0.0010145,4.0421,31.4136,2.7691,Fine Point,5.44
55.6,0.9618743,0.02745095,0.2717644,0.01372548,0.0002454,-1.66e-05,0.0010048,4.052,31.4701,2.7771,Fine Point,26.88
55.7,0.96173786,0.02749907,0.27224076,0.01374954,-1.14e-05,-6.77e-05,0.0010014,4.062,31.5265,2.7852,Fine Point,66.15
55.8,0.96160119,0.02754718,0.27271705,0.01377359,-0.0001064,-3.65e-05,0.0010036,4.0719,31.5829,2.7933,Fine Point,41.95
55.9,0.96146428,0.02759528,0.27319328,0.01379764,0.0001659,9.93e-05,0.0009785,4.0819,31.6393,2.8014,Fine Point,51.61
56.0,0.96132713,0.02764337,0.27366943,0.01382169,-9.34e-05,5.31e-05,0.0010015,4.0919,31.6957,2.8095,Fine Point,9.87
56.1,0.96118974,0.02769146,0.27414553,0.01384574,0.0001307,0.0001559,0.0009944,4.1019,31.7521,2.8176,Fine Point,76.88
56.2,0.9610521,0.02773955,0.27462155,0.01386978,-0.0001467,2e-07,0.0009956,4.1119,31.8085,2.8258,Fine Point,28.29
56.3,0.96091424,0.02778763,0.27509751,0.01389382,-0.0001493,7.52e-05,0.0010012,4.122,31.8649,2.8339,Fine Point,76.33
56.4,0.96077613,0.0278357,0.2755734,0.01391785,-4.08e-05,0.0001266,0.0009977,4.132,31.9213,2.8421,Fine Point,5.27
56.5,0.96063778,0.02788376,0.27604923,0.01394188,0.0001765,0.000211,0.001013,4.1421,31.9777,2.8503,Fine Point,2.34
56.6,0.96049919,0.02793182,0.27652498,0.01396591,6.73e-05,-0.0002109,0.0009911,4.1522,32.0341,2.8585,Fine Point,22.29
56.7,0.96036037,0.02797986,0.27700067,0.01398993,-0.000179,0.0001654,0.0010091,4.1623,32.0905,2.8667,Fine Point,19.26
56.8,0.96022131,0.0280279,0.27747629,0.01401395,-8.82e-05,1.41e-05,0.0010139,4.1724,32.1469,2.875,Fine Point,16.91
56.9,0.960082,0.02807594,0.27795184,0.01403797,-2.06e-05,5.77e-05,0.0009972,4.1825,32.2033,2.8832,Fine Point,27.85
57.0,0.95994246,0.02812398,0.27842733,0.01406198,6.29e-05,-0.0001206,0.0010066,4.1927,32.2597,2.8915,Fine Point,5.59
57.1,0.95980268,0.02817199,0.27890274,0.01408599,8.38e-05,-5.22e-05,0.0010023,4.2028,32.3161,2.8998,Fine Point,39.89
57.2,0.95966266,0.02822001,0.27937808,0.01411001,-0.0001088,-1.68e-05,0.000999,4.213,32.3725,2.9081,Fine Point,5.48
57.3,0.9595224,0.02826801,0.27985336,0.01413401,-0.0001018,0.0001943,0.0009766,4.2232,32.4289,2.9165,Fine Point,95.5
